642137.41554985,5357863.8483669,333.59
642132.39622987,5357865.8294655,333.48
642127.38466413,5357867.7082211,333.37
642122.13688946,5357870.1403849,333.24
642117.86201552,5357872.1401322,333.13
642112.9137517,5357874.2442115,333.01
642107.74309421,5357876.5571332,333
642103.48478672,5357877.8954469,333
642098.63126391,5357879.4425926,333
642094.41872365,5357881.6769658,333
642090.3044549,5357883.2426211,333
642085.64969305,5357885.7922008,333
642080.92235627,5357888.0136996,333
642076.42381117,5357890.0078792,333.02
642072.30116092,5357891.9089274,333.02
642067.36725087,5357893.677814,333
642063.69093454,5357895.3663107,333.12
642058.66566583,5357897.7947768,333.38
642054.02435282,5357899.5709962,333.55
642049.47110151,5357900.7901057,333.54
642045.50220833,5357902.4712931,333.44
642041.16147279,5357904.1431798,333.35
642037.11851195,5357905.8225197,333.26
642033.66031861,5357907.740219,333.15
642029.52879842,5357909.9673434,333.03
642025.56238236,5357911.3130161,333
642021.21326999,5357913.320298,333
642016.95501269,5357914.6586758,333
642012.15142544,5357917.2045902,333
642007.35492494,5357919.2006911,333
642002.71118377,5357921.3124802,333
641998.13023339,5357923.6402482,333
641993.4854252,5357925.5282912,333
641988.49427492,5357926.6246323,333
641985.45224512,5357929.7739428,332.94
641980.8,5357931.4,332.83
642139.49880931,5357845.6574603,334.54
642134.62226527,5357847.8751811,334.42
642130.19919792,5357850.0949367,334.3
642125.25375376,5357852.0872134,334.19
642121.05896102,5357853.8745587,334.04
642116.86417102,5357855.6619071,333.99
642112.52620369,5357857.2126256,333.9
642107.87319581,5357859.435964,333.78
642103.31209825,5357861.214153,333.68
642098.4411789,5357863.2083176,333.57
642093.72230413,5357865.0851064,333.47
642089.4670165,5357866.311643,333.4
642084.45050791,5357868.4140389,333.28
642079.72301606,5357870.6355354,333.16
642074.93026274,5357872.7342171,333.34
642070.28567595,5357874.6222057,333.63
642065.86740415,5357876.4039978,333.84
642060.60805103,5357879.2740588,333.81
642055.66070856,5357881.5926146,333.91
642051.60378157,5357883.8309125,334
642047.24347815,5357886.2760273,334
642042.80844087,5357888.7285974,334
642039.73345382,5357890.2084278,334
642035.02837382,5357891.5356137,334
642030.52466835,5357893.7534264,333.88
642026.25263711,5357895.6507701,333.78
642022.19852894,5357897.7772952,333.66
642017.63407904,5357899.4436032,333.57
642013.43679414,5357901.333504,333.46
642008.508833,5357902.8788627,333.37
642003.70969327,5357904.9867644,333.26
641999.21975944,5357906.6549506,333.16
641994.65252793,5357908.4330702,333.06
641989.71083152,5357910.5280958,333
641984.75008718,5357910.4040265,333
641980.9089782,5357913.5096741,333
642100.08765767,5357823.9854707,335
642095.58705044,5357826.324498,335
642090.78804569,5357828.4230116,335
642086.21232755,5357830.5364394,335
642082.01217056,5357832.5380841,335
642077.29085968,5357834.7597385,335
642072.71235439,5357836.9849703,334.91
642068.05958067,5357839.1990251,334.79
642063.26097847,5357841.5306199,334.66
642058.83732259,5357843.5266885,334.55
642054.18992132,5357845.5264839,334.44
642049.76603885,5357847.5318756,334.33
642045.26788759,5357849.5260904,334.22
642040.91851668,5357851.533353,334.11
642036.41198122,5357853.8629549,334
642031.98872706,5357856.0921023,334
642027.49035616,5357858.0956471,334
642023.21293986,5357860.2072641,334
642017.80458577,5357863.0736369,334
642013.81875482,5357865.2018767,334
642009.10868482,5357866.9764133,334
642005.43765718,5357868.4413531,334
642001.38656801,5357870.4467837,334
641997.03722957,5357872.4540794,334
641992.90581651,5357874.6905553,334
641987.43137539,5357877.2197129,334
641982.70672799,5357879.3294959,334
641977.81994622,5357882.2089492,334
641972.58557437,5357884.0822664,334
641968.88964055,5357886.5440539,334
641964.94080468,5357887.4427554,334
641960.29906553,5357889.2190396,334
641955.94137088,5357891.5617464,333.9
641950.36473959,5357895.197694,333.7
641945.98492548,5357898.4254393,333.53
641942.07147539,5357900.8911269,333.39
642155.98139731,5357883.1062795,333
642151.03317182,5357885.2103269,333
642147.43186514,5357887.1150538,333
642143.44879684,5357889.13141,333
642138.95040804,5357891.1348669,333
642134.23495077,5357893.1235707,333
642129.58476077,5357895.2350977,333
642125.04743376,5357898.7943566,333
642120.62659576,5357900.6785834,333
642115.53280092,5357902.8908798,333
642111.40135866,5357905.1272701,333
642106.60521025,5357907.1139761,333
642101.88115049,5357909.4474026,333
642097.59534689,5357911.8943437,333
642093.08323618,5357914.4474871,332.88
642088.58208833,5357916.5627766,332.76
642084.22995236,5357918.6817988,332.65
642079.95815269,5357920.5697861,332.54
642074.98285918,5357924.0062586,332.35
642070.41001954,5357926.0079043,332.24
642065.31370386,5357928.3227223,332.12
642061.1649023,5357931.0061667,332
642056.39155424,5357932.3316255,332
642051.89066814,5357934.4376274,332
642047.24613881,5357936.3256339,332.24
642042.85029837,5357937.2130958,332.44
642038.12629129,5357939.5465745,332.49
642033.02720489,5357941.9732143,332.36
642028.45998917,5357943.7513065,332.26
642023.59196434,5357945.6337403,332.15
642018.65028751,5357947.7287404,332.04
642013.865163,5357949.277666,332
642008.39614096,5357951.5925317,332
642002.9473138,5357953.348591,332
641997.55583342,5357955.5442211,332
641993.83249714,5357956.1222728,332
642019.33493456,5357807.6090578,335.33
642021.74710523,5357812.0134263,335.15
642024.1592759,5357816.4177948,335
642026.57726903,5357820.5892616,335
642028.98904966,5357824.7605742,335
642031.25219801,5357829.1612182,335
642033.52116936,5357833.3289604,335
642035.84724622,5357837.9455857,334.81
642038.40560732,5357842.4654823,334.58
642040.58328059,5357847.3021238,334.33
642042.5402317,5357852.0213807,334.08
642045.02089686,5357856.4181516,334
642047.46659409,5357859.4810104,334
642050.01895964,5357863.9914412,334
642052.19941093,5357868.7162944,334
642054.60873418,5357873.2324705,334
642057.4647009,5357877.5267752,333.92
642059.95155104,5357881.9237086,333.75
642062.20928838,5357886.5386369,333.5
642064.76419324,5357890.9465978,333.14
642066.95581076,5357895.2242836,333
642069.43363875,5357899.7328596,333
642071.6967226,5357904.1335215,333
642073.8138249,5357908.4093458,333
642076.1572344,5357912.5789712,332.95
642079.59715994,5357917.1209518,332.72
642082.08397392,5357921.5178959,332.49
642084.34447363,5357926.0210405,332.26
642087.19759129,5357930.4271549,332.03
642089.52978898,5357935.0439599,332
642091.72113579,5357939.3309724,332
642094.33953639,5357944.17867,332
642096.45660501,5357948.4545036,332
642098.78319052,5357953.2948997,331.85
642100.67662276,5357957.569799,331.63
642102.570055,5357961.8446983,331.41
642036.34173016,5357797.8176578,335.91
642038.67061824,5357802.3224905,335.68
642040.99950241,5357806.8273242,335.45
642043.85333376,5357811.4571562,335.21
642046.85555671,5357815.866976,335
642049.48501425,5357820.2767928,335
642051.38704369,5357824.2116347,335
642054.02829672,5357828.3980223,335
642056.51455936,5357832.5712113,335
642058.92972435,5357836.8544859,334.9
642061.33844364,5357841.1469224,334.68
642063.97431907,5357845.5475858,334.45
642066.82469932,5357850.0654816,334.22
642069.08244567,5357854.6804123,334
642071.71186638,5357859.0902403,333.9
642074.86025285,5357863.6155984,333.68
642076.6158033,5357867.4442434,333.45
642078.72732208,5357871.9436559,333.1
642080.38682632,5357876.8792107,333
642082.5039338,5357881.155038,333
642085.05626133,5357885.6654854,333
642087.39127956,5357890.1704955,333
642089.72606072,5357894.6848227,333
642092.71141245,5357899.7654291,333
642095.05140186,5357903.8231137,333
642097.61271509,5357908.2219294,333
642100.23928839,5357912.7435652,332.98
642101.98384484,5357917.0100763,332.76
642104.55354108,5357921.0735153,332.55
642106.96839534,5357925.3661284,332.33
642109.50668965,5357930.4355549,332.06
642111.91897055,5357934.8306476,332
642115.19949662,5357940.0305204,332
642117.24204778,5357944.304497,331.9
642119.71981277,5357948.8130965,331.68
642123.41594859,5357955.0301502,331.27
642054.59323673,5357787.6938931,336
642057.1572032,5357791.9902109,336
642059.72116562,5357796.2865299,336
642061.90723361,5357800.7877992,335.79
642064.6831347,5357805.3038289,335.56
642067.32159052,5357809.602016,335.34
642069.80505533,5357813.8870041,335.12
642072.50643766,5357818.4011735,335
642074.91600244,5357822.9080417,335
642077.03290374,5357827.1931823,335
642079.43686535,5357831.9236394,335
642081.76010867,5357836.6520776,334.94
642084.0951523,5357841.1570856,334.71
642086.58200025,5357845.5540305,334.58
642088.98509919,5357850.070066,334.25
642091.17671681,5357854.347761,334.02
642093.44843199,5357858.403735,333.81
642095.64540564,5357862.4671613,333.6
642098.05152076,5357866.8620915,333.38
642100.68992022,5357871.1602956,333.16
642103.09882562,5357875.4434348,333
642105.94977117,5357880.1850936,333
642107.84870791,5357884.2410654,333
642110.68807239,5357889.196842,333
642112.81331446,5357893.1466172,333
642114.9275927,5357897.5342507,333
642117.32528097,5357902.2645701,333
642119.66003327,5357906.7789103,333
642122.30142807,5357910.9560158,333
642124.55289405,5357915.5708149,332.86
642127.18308585,5357920.1950965,332.62
642130.09108707,5357925.3856518,332.35
642132.4314164,5357929.676411,332.13
642134.19833416,5357933.0485856,331.96
642137.26629223,5357937.8050182,331.71
642139.52954084,5357942.1963925,331.49
641991.34797319,5357815.2614933,335
641993.90940924,5357819.6602593,335
641996.47084115,5357824.0590265,335
641998.80231099,5357828.4613653,335
642001.13742264,5357832.9663377,335
642003.47532661,5357837.3595178,334.8
642005.73592529,5357841.8626287,334.57
642008.06737986,5357846.2649717,334.34
642009.82103322,5357850.4198143,334.12
642012.67424899,5357854.8258888,334
642014.5732606,5357858.8818278,334
642016.83663746,5357863.2731502,334
642019.75036278,5357868.2400593,334
642021.65775415,5357871.9606208,334
642024.26506138,5357877.2554573,334
642026.62250438,5357880.8660942,334
642029.18364769,5357885.2741937,334
642031.44918336,5357889.3299871,334
642033.47783264,5357894.1628986,333.86
642036.63997883,5357898.1385847,333.66
642038.69658993,5357901.8535644,333.47
642041.11150183,5357906.1461483,333.3
642043.59493861,5357910.431126,333.02
642045.92438311,5357915.1597055,332.89
642048.47453888,5357920.005672,332.67
642050.65971385,5357924.2925125,332.39
642053.14654612,5357928.6894435,332.08
642055.83948835,5357933.5389868,332
642058.03389114,5357937.7048762,332
642060.37147035,5357942.1073982,332
642063.58056438,5357947.1842666,332
642065.77472254,5357951.3594755,331.99
642068.11190924,5357955.5289427,331.9
642071.24904901,5357960.501474,331.68
642074.09997278,5357965.2431177,331.35
642076.55537854,5357970.6460452,331
642101.83201733,5357828.2612955,335
642104.46506635,5357832.7737727,335
642107.09811537,5357837.28625,334.94
642108.84269389,5357841.5527624,334.72
642111.18867451,5357845.6199246,334.51
642113.29116867,5357850.2309881,334.27
642115.55167652,5357854.7341447,334.04
642117.88948407,5357859.1273739,333.81
642120.22425606,5357863.6417137,333.58
642122.26403639,5357868.0274845,333.35
642124.66173285,5357872.7578067,333.1
642126.84491822,5357877.3708964,333
642129.10820202,5357881.7622656,333
642131.44295475,5357886.2766105,333
642133.85183036,5357890.5597635,333
642136.10950512,5357895.1747225,333
642138.59628731,5357899.5716918,333
642140.91921769,5357904.3094723,333
642143.69841109,5357908.9374924,333
642146.18177121,5357913.2225165,333
642148.59123353,5357917.7294185,332.78
642150.85704861,5357922.01832,332.56
642153.18858956,5357926.4114098,332.33
642153.97915563,5357930.3184611,332.13
642156.24496105,5357934.6073649,331.91
642158.50259804,5357939.2223339,331.67
642160.61682218,5357943.6099857,331.44
642162.94615598,5357948.3386156,331.2
642165.20573803,5357952.627368,331
642167.61796631,5357957.0224856,331
642170.02739105,5357961.5293977,331
642172.2070923,5357966.030558,331
642174.61347615,5357970.6585818,331
642176.94838545,5357975.1636313,330.81
642179.50619218,5357979.4505373,330.59
642182.87513242,5357984.0933502,330.35
641972.22469624,5357827.4610891,335
641974.8544371,5357831.8615542,335
641977.4841737,5357836.2620207,334.82
641979.75015155,5357840.5508502,334.6
641982.37708415,5357845.0631125,334.37
641984.64049154,5357849.4544214,334.14
641986.90086633,5357853.9668409,334
641989.16706225,5357858.2463584,334
641991.20694379,5357862.6320801,334
641993.18326832,5357866.5780818,334
641995.21475509,5357871.2991853,334
641997.54923311,5357875.5804147,334
641999.73787755,5357879.9791829,334
642002.23036247,5357884.1525034,334
642004.86284774,5357888.4411904,334
642007.50130454,5357892.7393501,333.9
642009.8357636,5357897.0205851,333.68
642012.02462236,5357901.4100424,333.46
642014.35409676,5357906.1386084,333.21
642016.68613055,5357910.764698,333
642019.169583,5357915.0496648,333
642021.65924022,5357919.334788,333
642024.21415918,5357923.7427304,333
642026.91893032,5357928.3688279,333
642029.1788546,5357932.6482078,332.84
642031.6601052,5357937.268716,332.6
642034.14694542,5357941.6656386,332.38
642036.32652752,5357946.1760605,332.14
642038.87947254,5357950.9102296,331.98
642041.42620443,5357955.6442446,331.98
642043.54610421,5357959.8082645,331.98
642046.25363802,5357964.3225787,331.98
642048.7340122,5357968.7286691,331.98
642051.87395765,5357973.5893962,331.73
642054.65536722,5357977.8818368,331.51
642057.28278463,5357982.6178793,331.26
